latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,firms_source,request_start_date
-33.29712,-70.72877,343.9,0.41,0.45,2021-12-09,1857,N,VIIRS,l,2,314.62,5.1,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80422,-70.95081,338.69,0.41,0.45,2021-12-09,1857,N,VIIRS,n,2,307.29,6.22,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80093,-70.95318,334.0,0.41,0.45,2021-12-09,1857,N,VIIRS,l,2,305.16,5.18,D,2,VIIRS_SNPP_SP,2021-12-08
-33.29393,-70.72718,306.97,0.48,0.48,2021-12-10,616,N,VIIRS,n,2,288.44,1.26,N,2,VIIRS_SNPP_SP,2021-12-08
-33.20699,-71.62989,301.77,0.43,0.46,2021-12-10,616,N,VIIRS,n,2,283.06,0.7,N,0,VIIRS_SNPP_SP,2021-12-08
-32.80419,-70.9532,330.21,0.46,0.47,2021-12-10,616,N,VIIRS,n,2,287.95,3.31,N,2,VIIRS_SNPP_SP,2021-12-08
-33.2944,-70.72703,339.31,0.4,0.37,2021-12-10,1838,N,VIIRS,l,2,310.93,4.4,D,2,VIIRS_SNPP_SP,2021-12-08
-32.8032,-70.95364,339.31,0.4,0.37,2021-12-10,1838,N,VIIRS,n,2,305.45,5.56,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80293,-70.95473,330.86,0.4,0.37,2021-12-10,1838,N,VIIRS,l,2,303.51,3.71,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80221,-70.95046,333.59,0.4,0.37,2021-12-10,1838,N,VIIRS,n,2,301.46,3.52,D,2,VIIRS_SNPP_SP,2021-12-08
-33.29715,-70.72753,315.8,0.43,0.38,2021-12-11,557,N,VIIRS,n,2,287.0,2.13,N,2,VIIRS_SNPP_SP,2021-12-08
-33.29362,-70.72688,303.33,0.43,0.38,2021-12-11,557,N,VIIRS,n,2,287.31,1.05,N,2,VIIRS_SNPP_SP,2021-12-08
-33.29736,-70.72932,338.14,0.43,0.38,2021-12-11,1819,N,VIIRS,l,2,307.36,4.11,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80423,-70.95226,345.58,0.43,0.38,2021-12-11,1820,N,VIIRS,n,2,307.25,10.93,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80238,-70.95284,331.36,0.41,0.37,2021-12-12,538,N,VIIRS,n,2,287.54,3.84,N,2,VIIRS_SNPP_SP,2021-12-08
-33.34126,-70.6983,334.34,0.48,0.48,2021-12-12,1801,N,VIIRS,l,2,307.4,3.18,D,0,VIIRS_SNPP_SP,2021-12-08
-32.80161,-70.95506,342.76,0.49,0.48,2021-12-12,1801,N,VIIRS,n,2,305.2,4.19,D,2,VIIRS_SNPP_SP,2021-12-08
-32.80151,-70.95206,344.24,0.49,0.48,2021-12-12,1801,N,VIIRS,n,2,304.08,10.78,D,2,VIIRS_SNPP_SP,2021-12-08
-32.66843,-71.16047,341.17,0.5,0.49,2021-12-12,1801,N,VIIRS,n,2,303.6,4.3,D,0,VIIRS_SNPP_SP,2021-12-08
-32.66391,-71.16181,342.88,0.5,0.49,2021-12-12,1801,N,VIIRS,n,2,308.06,10.2,D,0,VIIRS_SNPP_SP,2021-12-08
-32.67064,-71.1609,332.22,0.79,0.78,2021-12-12,1941,N,VIIRS,n,2,298.85,14.12,D,0,VIIRS_SNPP_SP,2021-12-08
-32.67054,-71.16108,334.17,0.79,0.78,2021-12-12,1941,N,VIIRS,n,2,299.21,13.92,D,0,VIIRS_SNPP_SP,2021-12-08
-32.66755,-71.1513,367.0,0.79,0.78,2021-12-12,1941,N,VIIRS,h,2,300.88,13.92,D,0,VIIRS_SNPP_SP,2021-12-08
-32.66753,-71.15092,367.0,0.79,0.78,2021-12-12,1941,N,VIIRS,h,2,301.17,25.9,D,0,VIIRS_SNPP_SP,2021-12-08
-33.29498,-70.72665,325.66,0.41,0.45,2021-12-13,519,N,VIIRS,n,2,287.15,1.51,N,2,VIIRS_SNPP_SP,2021-12-13
-33.28983,-71.48154,336.49,0.49,0.65,2021-12-13,1742,N,VIIRS,n,2,306.5,50.51,D,0,VIIRS_SNPP_SP,2021-12-13
-33.28956,-71.47585,367.0,0.49,0.65,2021-12-13,1742,N,VIIRS,h,2,298.08,49.28,D,0,VIIRS_SNPP_SP,2021-12-13
-33.38235,-71.60734,344.63,0.4,0.6,2021-12-13,1922,N,VIIRS,n,2,297.79,4.76,D,0,VIIRS_SNPP_SP,2021-12-13
-33.38122,-71.603,344.23,0.4,0.6,2021-12-13,1922,N,VIIRS,n,2,297.21,4.76,D,0,VIIRS_SNPP_SP,2021-12-13
-33.28664,-71.48037,346.01,0.41,0.61,2021-12-13,1922,N,VIIRS,n,2,302.23,5.91,D,0,VIIRS_SNPP_SP,2021-12-13
-33.29787,-70.72778,305.07,0.37,0.58,2021-12-14,500,N,VIIRS,n,2,284.04,1.4,N,2,VIIRS_SNPP_SP,2021-12-13
-33.03217,-70.8441,318.97,0.55,0.68,2021-12-14,641,N,VIIRS,n,2,280.28,2.81,N,0,VIIRS_SNPP_SP,2021-12-13
-33.02571,-70.84446,322.47,0.55,0.68,2021-12-14,641,N,VIIRS,n,2,281.42,2.81,N,0,VIIRS_SNPP_SP,2021-12-13
-33.64395,-70.34823,339.93,0.46,0.39,2021-12-15,1844,N,VIIRS,l,2,311.96,24.52,D,0,VIIRS_SNPP_SP,2021-12-13
-33.64034,-70.34902,341.21,0.46,0.39,2021-12-15,1844,N,VIIRS,l,2,315.98,50.46,D,0,VIIRS_SNPP_SP,2021-12-13
-33.57299,-71.2666,342.39,0.43,0.38,2021-12-15,1844,N,VIIRS,l,2,314.13,4.27,D,0,VIIRS_SNPP_SP,2021-12-13
-33.09656,-70.76907,349.88,0.45,0.39,2021-12-15,1845,N,VIIRS,n,2,321.96,14.82,D,0,VIIRS_SNPP_SP,2021-12-13
-33.093,-70.76999,348.18,0.45,0.39,2021-12-15,1845,N,VIIRS,l,2,322.48,14.45,D,0,VIIRS_SNPP_SP,2021-12-13
-32.72884,-70.75024,345.0,0.45,0.39,2021-12-15,1845,N,VIIRS,l,2,315.36,7.82,D,0,VIIRS_SNPP_SP,2021-12-13
-32.68267,-70.62121,356.21,0.46,0.39,2021-12-15,1845,N,VIIRS,n,2,321.15,13.26,D,0,VIIRS_SNPP_SP,2021-12-13
-33.29772,-70.7303,297.64,0.5,0.41,2021-12-16,603,N,VIIRS,n,2,287.61,0.97,N,2,VIIRS_SNPP_SP,2021-12-13
-33.29393,-70.72967,321.77,0.5,0.41,2021-12-16,603,N,VIIRS,n,2,288.83,2.46,N,2,VIIRS_SNPP_SP,2021-12-13
-32.80387,-70.95275,329.95,0.48,0.4,2021-12-16,603,N,VIIRS,n,2,288.72,5.18,N,2,VIIRS_SNPP_SP,2021-12-13
-32.79655,-70.9197,299.06,0.48,0.4,2021-12-16,603,N,VIIRS,n,2,285.34,0.54,N,0,VIIRS_SNPP_SP,2021-12-13
-33.29438,-70.72561,303.34,0.38,0.36,2021-12-17,544,N,VIIRS,n,2,287.35,0.56,N,2,VIIRS_SNPP_SP,2021-12-13
-33.29373,-70.72975,299.66,0.38,0.36,2021-12-17,544,N,VIIRS,n,2,287.09,0.56,N,2,VIIRS_SNPP_SP,2021-12-13
-33.15008,-70.83369,297.8,0.38,0.36,2021-12-17,544,N,VIIRS,n,2,286.91,0.37,N,2,VIIRS_SNPP_SP,2021-12-13
-32.80253,-70.95212,328.65,0.39,0.36,2021-12-17,544,N,VIIRS,n,2,287.34,3.29,N,2,VIIRS_SNPP_SP,2021-12-13
-32.79719,-70.92091,329.93,0.39,0.36,2021-12-17,544,N,VIIRS,n,2,285.7,5.08,N,0,VIIRS_SNPP_SP,2021-12-13
-33.29603,-70.72987,344.42,0.4,0.44,2021-12-17,1807,N,VIIRS,l,2,315.52,7.29,D,2,VIIRS_SNPP_SP,2021-12-13
-32.80331,-70.95381,343.54,0.4,0.44,2021-12-17,1807,N,VIIRS,n,2,314.5,8.9,D,2,VIIRS_SNPP_SP,2021-12-13
-33.58884,-70.6078,295.77,0.5,0.41,2021-12-18,525,N,VIIRS,n,2,284.76,0.33,N,0,VIIRS_SNPP_SP,2021-12-18
-33.48154,-70.57642,297.63,0.5,0.41,2021-12-18,525,N,VIIRS,n,2,285.87,0.69,N,0,VIIRS_SNPP_SP,2021-12-18
-33.29652,-70.7301,312.79,0.52,0.41,2021-12-18,525,N,VIIRS,n,2,289.29,1.6,N,2,VIIRS_SNPP_SP,2021-12-18
-33.29274,-70.72902,298.74,0.52,0.41,2021-12-18,525,N,VIIRS,n,2,288.67,0.85,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80265,-70.95531,310.66,0.54,0.42,2021-12-18,525,N,VIIRS,n,2,288.65,1.77,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80117,-70.95482,344.81,0.37,0.58,2021-12-18,1748,N,VIIRS,n,2,309.98,2.44,D,2,VIIRS_SNPP_SP,2021-12-18
-32.80087,-70.95525,336.93,0.37,0.58,2021-12-18,1748,N,VIIRS,l,2,309.02,3.56,D,2,VIIRS_SNPP_SP,2021-12-18
-32.69719,-70.55109,352.88,0.35,0.57,2021-12-18,1748,N,VIIRS,n,2,312.56,6.98,D,0,VIIRS_SNPP_SP,2021-12-18
-32.76081,-71.47466,335.56,0.51,0.66,2021-12-18,1928,N,VIIRS,n,2,298.71,4.29,D,2,VIIRS_SNPP_SP,2021-12-18
-32.80288,-70.95252,320.33,0.32,0.55,2021-12-19,506,N,VIIRS,n,2,290.47,1.77,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80073,-70.95175,318.55,0.32,0.55,2021-12-19,507,N,VIIRS,n,2,290.26,1.16,N,2,VIIRS_SNPP_SP,2021-12-18
-32.75949,-71.47651,335.83,0.34,0.56,2021-12-19,507,N,VIIRS,n,2,287.44,3.38,N,2,VIIRS_SNPP_SP,2021-12-18
-32.67981,-71.19987,340.92,0.59,0.53,2021-12-19,1910,N,VIIRS,l,2,313.34,6.09,D,0,VIIRS_SNPP_SP,2021-12-18
-32.67867,-71.20218,345.93,0.59,0.53,2021-12-19,1910,N,VIIRS,n,2,313.2,10.32,D,0,VIIRS_SNPP_SP,2021-12-18
-32.8044,-70.9492,299.45,0.58,0.7,2021-12-20,448,N,VIIRS,n,2,288.91,2.7,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80362,-70.94958,303.45,0.58,0.69,2021-12-20,448,N,VIIRS,n,2,288.78,2.6,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80249,-70.956,328.71,0.58,0.7,2021-12-20,448,N,VIIRS,n,2,289.64,5.14,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80169,-70.95625,326.92,0.58,0.7,2021-12-20,448,N,VIIRS,n,2,289.83,2.6,N,2,VIIRS_SNPP_SP,2021-12-18
-33.29608,-70.72935,314.69,0.37,0.58,2021-12-20,628,N,VIIRS,n,2,290.62,1.58,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80297,-70.95354,327.43,0.35,0.57,2021-12-20,628,N,VIIRS,n,2,288.9,2.33,N,2,VIIRS_SNPP_SP,2021-12-18
-33.63908,-71.16738,338.95,0.49,0.4,2021-12-20,1851,N,VIIRS,l,2,310.42,2.9,D,0,VIIRS_SNPP_SP,2021-12-18
-33.63875,-71.16494,345.25,0.49,0.4,2021-12-20,1851,N,VIIRS,n,2,309.85,3.27,D,0,VIIRS_SNPP_SP,2021-12-18
-33.57224,-71.26538,346.26,0.48,0.4,2021-12-20,1851,N,VIIRS,l,2,317.78,6.23,D,0,VIIRS_SNPP_SP,2021-12-18
-33.56134,-70.90071,341.11,0.5,0.41,2021-12-20,1851,N,VIIRS,l,2,315.84,6.1,D,0,VIIRS_SNPP_SP,2021-12-18
-33.5154,-70.96941,347.43,0.5,0.41,2021-12-20,1851,N,VIIRS,l,2,317.85,5.5,D,0,VIIRS_SNPP_SP,2021-12-18
-33.28805,-71.39313,349.31,0.48,0.4,2021-12-20,1851,N,VIIRS,n,2,316.11,6.99,D,0,VIIRS_SNPP_SP,2021-12-18
-33.12009,-70.69055,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.28,16.84,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10764,-70.6855,356.09,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,323.44,8.48,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10758,-70.68819,349.87,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,323.02,19.11,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10656,-70.68002,357.09,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,322.56,8.48,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10652,-70.68268,357.24,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,322.96,15.96,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10548,-70.67457,355.22,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,322.3,6.85,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10547,-70.6772,357.22,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,321.97,15.96,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10442,-70.67177,357.24,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,322.35,12.6,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10442,-70.66917,353.81,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,323.5,6.85,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10383,-70.68657,352.52,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,324.67,8.48,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10338,-70.66638,350.29,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,324.19,12.6,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10275,-70.68107,356.64,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,324.21,8.48,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10271,-70.68375,356.87,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.33,6.59,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10166,-70.67561,350.73,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,324.42,6.85,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10165,-70.67826,355.53,0.52,0.42,2021-12-20,1851,N,VIIRS,n,2,324.69,6.59,D,0,VIIRS_SNPP_SP,2021-12-18
-33.1006,-70.67279,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.54,6.4,D,0,VIIRS_SNPP_SP,2021-12-18
-33.10058,-70.67017,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.14,6.85,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09955,-70.66734,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.73,6.4,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09951,-70.66473,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.57,17.77,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09917,-70.64455,348.85,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,323.71,20.98,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09902,-70.64196,349.69,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,323.6,6.81,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09889,-70.6848,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.9,6.59,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09849,-70.66189,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.34,18.0,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09812,-70.63908,353.95,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,324.25,12.58,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09783,-70.67931,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.13,6.59,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09708,-70.6337,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,325.43,12.58,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09678,-70.67382,367.0,0.52,0.42,2021-12-20,1851,N,VIIRS,l,2,325.2,6.4,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09639,-70.65097,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,325.01,19.22,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09518,-70.64294,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,325.03,6.81,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09428,-70.64005,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,325.01,9.07,D,0,VIIRS_SNPP_SP,2021-12-18
-33.0941,-70.63747,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,325.33,6.81,D,0,VIIRS_SNPP_SP,2021-12-18
-33.09323,-70.63464,367.0,0.53,0.42,2021-12-20,1851,N,VIIRS,l,2,326.84,9.07,D,0,VIIRS_SNPP_SP,2021-12-18
-32.79572,-71.06145,347.82,0.51,0.41,2021-12-20,1851,N,VIIRS,n,2,311.31,5.5,D,0,VIIRS_SNPP_SP,2021-12-18
-32.79198,-71.06263,340.52,0.51,0.41,2021-12-20,1851,N,VIIRS,l,2,311.99,3.95,D,0,VIIRS_SNPP_SP,2021-12-18
-32.75784,-71.47427,340.47,0.49,0.4,2021-12-20,1851,N,VIIRS,n,2,309.16,3.03,D,2,VIIRS_SNPP_SP,2021-12-18
-32.39747,-71.03275,338.84,0.52,0.41,2021-12-20,1851,N,VIIRS,l,2,309.96,3.93,D,0,VIIRS_SNPP_SP,2021-12-18
-33.29697,-70.72968,324.88,0.4,0.44,2021-12-21,609,N,VIIRS,n,2,290.94,1.46,N,2,VIIRS_SNPP_SP,2021-12-18
-33.29286,-70.72906,314.71,0.4,0.44,2021-12-21,609,N,VIIRS,n,2,290.89,1.46,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80162,-70.95424,314.62,0.57,0.43,2021-12-21,609,N,VIIRS,n,2,288.58,2.05,N,2,VIIRS_SNPP_SP,2021-12-18
-33.45951,-70.77652,342.04,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,309.0,2.22,D,0,VIIRS_SNPP_SP,2021-12-18
-33.45888,-70.77236,346.24,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,298.52,2.22,D,0,VIIRS_SNPP_SP,2021-12-18
-33.45554,-70.77309,346.56,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,305.59,5.76,D,0,VIIRS_SNPP_SP,2021-12-18
-33.45459,-70.81193,349.69,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,298.29,4.7,D,0,VIIRS_SNPP_SP,2021-12-18
-33.45126,-70.81264,356.17,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,297.54,4.7,D,0,VIIRS_SNPP_SP,2021-12-18
-33.44857,-70.81753,367.0,0.38,0.36,2021-12-21,1832,N,VIIRS,l,2,326.76,5.29,D,0,VIIRS_SNPP_SP,2021-12-18
-33.4473,-70.80922,367.0,0.38,0.36,2021-12-21,1832,N,VIIRS,l,2,326.4,6.51,D,0,VIIRS_SNPP_SP,2021-12-18
-33.43412,-70.79063,341.44,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,299.93,5.48,D,0,VIIRS_SNPP_SP,2021-12-18
-32.80304,-70.95278,340.68,0.38,0.36,2021-12-21,1832,N,VIIRS,n,2,312.38,7.49,D,2,VIIRS_SNPP_SP,2021-12-18
-33.2949,-70.72791,330.66,0.39,0.36,2021-12-22,550,N,VIIRS,n,2,293.51,3.34,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80236,-70.94964,300.88,0.39,0.36,2021-12-22,550,N,VIIRS,n,2,286.91,0.72,N,2,VIIRS_SNPP_SP,2021-12-18
-32.80174,-70.9538,307.24,0.39,0.36,2021-12-22,550,N,VIIRS,n,2,288.86,0.72,N,2,VIIRS_SNPP_SP,2021-12-18
-32.8036,-70.95268,330.93,0.46,0.39,2021-12-23,531,N,VIIRS,n,2,290.03,7.58,N,2,VIIRS_SNPP_SP,2021-12-23
-33.29639,-70.72971,328.35,0.45,0.39,2021-12-23,532,N,VIIRS,n,2,292.03,2.87,N,2,VIIRS_SNPP_SP,2021-12-23
-33.51312,-70.65174,367.0,0.59,0.53,2021-12-23,1754,N,VIIRS,h,2,309.56,15.61,D,0,VIIRS_SNPP_SP,2021-12-23
-33.34523,-70.79263,297.96,0.5,0.49,2021-12-24,513,N,VIIRS,n,2,285.24,1.1,N,0,VIIRS_SNPP_SP,2021-12-23
-33.29689,-70.73069,305.25,0.5,0.49,2021-12-24,513,N,VIIRS,n,2,285.22,1.17,N,2,VIIRS_SNPP_SP,2021-12-23
-32.76005,-71.47761,342.58,0.35,0.56,2021-12-24,1916,N,VIIRS,n,2,303.62,4.43,D,2,VIIRS_SNPP_SP,2021-12-23
-32.75842,-71.47649,331.41,0.35,0.56,2021-12-24,1916,N,VIIRS,l,2,304.08,3.13,D,2,VIIRS_SNPP_SP,2021-12-23
-32.80588,-70.95432,301.51,0.48,0.64,2021-12-25,454,N,VIIRS,n,2,289.51,1.13,N,2,VIIRS_SNPP_SP,2021-12-23
-32.80002,-70.95219,315.83,0.48,0.64,2021-12-25,454,N,VIIRS,n,2,290.12,1.13,N,2,VIIRS_SNPP_SP,2021-12-23
-32.80401,-70.95228,315.66,0.43,0.62,2021-12-25,634,N,VIIRS,n,2,288.93,1.89,N,2,VIIRS_SNPP_SP,2021-12-23
-32.75991,-71.47741,341.64,0.38,0.44,2021-12-25,1857,N,VIIRS,n,2,309.26,5.85,D,2,VIIRS_SNPP_SP,2021-12-23
-33.42145,-70.77097,334.08,0.4,0.37,2021-12-26,1838,N,VIIRS,n,2,298.56,1.72,D,0,VIIRS_SNPP_SP,2021-12-23
-32.80348,-70.9499,333.75,0.4,0.37,2021-12-26,1838,N,VIIRS,n,2,285.57,6.39,D,2,VIIRS_SNPP_SP,2021-12-23
-32.80275,-70.9532,316.22,0.42,0.38,2021-12-27,556,N,VIIRS,n,2,287.61,1.98,N,2,VIIRS_SNPP_SP,2021-12-23
-33.29658,-70.72891,341.76,0.43,0.38,2021-12-27,1819,N,VIIRS,l,2,310.9,6.99,D,2,VIIRS_SNPP_SP,2021-12-23
-33.34019,-70.69907,333.41,0.48,0.48,2021-12-28,1800,N,VIIRS,l,2,308.16,2.7,D,0,VIIRS_SNPP_SP,2021-12-28
-33.37852,-70.81468,301.1,0.42,0.45,2021-12-29,519,N,VIIRS,n,2,287.25,0.48,N,0,VIIRS_SNPP_SP,2021-12-28
-33.29596,-70.7293,302.25,0.41,0.45,2021-12-29,519,N,VIIRS,n,2,290.32,0.74,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80563,-70.953,307.08,0.43,0.46,2021-12-29,519,N,VIIRS,n,2,286.87,3.99,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80142,-70.9518,343.84,0.43,0.46,2021-12-29,519,N,VIIRS,n,2,288.43,3.99,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80169,-70.95023,299.19,0.39,0.6,2021-12-30,500,N,VIIRS,n,2,285.52,1.48,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80056,-70.95461,315.36,0.39,0.6,2021-12-30,500,N,VIIRS,n,2,286.38,2.47,N,2,VIIRS_SNPP_SP,2021-12-28
-32.76208,-71.47452,296.82,0.49,0.65,2021-12-30,640,N,VIIRS,n,2,282.52,1.11,N,2,VIIRS_SNPP_SP,2021-12-28
-32.76178,-71.48003,310.36,0.49,0.65,2021-12-30,640,N,VIIRS,n,2,285.35,1.11,N,2,VIIRS_SNPP_SP,2021-12-28
-32.76015,-71.47403,296.94,0.49,0.65,2021-12-30,640,N,VIIRS,n,2,282.56,0.86,N,2,VIIRS_SNPP_SP,2021-12-28
-32.75988,-71.47955,311.19,0.49,0.65,2021-12-30,640,N,VIIRS,n,2,285.37,2.36,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80386,-70.95593,337.44,0.49,0.49,2021-12-30,1903,N,VIIRS,n,2,310.71,6.01,D,2,VIIRS_SNPP_SP,2021-12-28
-32.80273,-70.95078,341.88,0.49,0.49,2021-12-30,1903,N,VIIRS,n,2,307.36,6.01,D,2,VIIRS_SNPP_SP,2021-12-28
-32.80188,-70.95359,309.97,0.56,0.52,2021-12-31,621,N,VIIRS,n,2,287.97,1.71,N,2,VIIRS_SNPP_SP,2021-12-28
-32.76047,-71.47401,302.83,0.53,0.5,2021-12-31,621,N,VIIRS,n,2,283.88,1.77,N,2,VIIRS_SNPP_SP,2021-12-28
-32.75994,-71.47975,310.89,0.53,0.5,2021-12-31,621,N,VIIRS,n,2,287.84,1.77,N,2,VIIRS_SNPP_SP,2021-12-28
-33.62096,-71.26405,295.77,0.55,0.51,2021-12-31,622,N,VIIRS,n,2,284.35,0.96,N,0,VIIRS_SNPP_SP,2021-12-28
-33.29446,-70.7254,298.97,0.59,0.53,2021-12-31,622,N,VIIRS,n,2,288.63,1.8,N,2,VIIRS_SNPP_SP,2021-12-28
-33.1056,-70.68114,348.17,0.45,0.39,2021-12-31,1844,N,VIIRS,l,2,321.22,17.51,D,0,VIIRS_SNPP_SP,2021-12-28
-33.10475,-70.67642,350.73,0.45,0.39,2021-12-31,1844,N,VIIRS,l,2,321.09,18.49,D,0,VIIRS_SNPP_SP,2021-12-28
-33.1015,-70.63789,348.92,0.45,0.39,2021-12-31,1844,N,VIIRS,l,2,323.19,14.69,D,0,VIIRS_SNPP_SP,2021-12-28
-33.09963,-70.64819,349.16,0.45,0.39,2021-12-31,1844,N,VIIRS,l,2,323.44,16.35,D,0,VIIRS_SNPP_SP,2021-12-28
-32.8019,-70.95425,337.9,0.44,0.38,2021-12-31,1844,N,VIIRS,l,2,310.88,6.8,D,2,VIIRS_SNPP_SP,2021-12-28
-32.80134,-70.91006,338.25,0.44,0.39,2021-12-31,1844,N,VIIRS,l,2,310.89,2.53,D,0,VIIRS_SNPP_SP,2021-12-28
-32.76119,-71.47829,339.66,0.42,0.38,2021-12-31,1844,N,VIIRS,l,2,311.77,7.43,D,2,VIIRS_SNPP_SP,2021-12-28
-32.7304,-70.74759,355.65,0.45,0.39,2021-12-31,1844,N,VIIRS,n,2,318.16,7.68,D,0,VIIRS_SNPP_SP,2021-12-28
-32.80469,-70.95381,315.15,0.48,0.4,2022-01-01,603,N,VIIRS,n,2,287.03,2.54,N,2,VIIRS_SNPP_SP,2021-12-28
-32.80098,-70.95316,298.11,0.48,0.4,2022-01-01,603,N,VIIRS,n,2,285.51,0.96,N,2,VIIRS_SNPP_SP,2021-12-28
-32.76178,-71.47948,331.58,0.45,0.39,2022-01-01,603,N,VIIRS,n,2,286.98,3.29,N,2,VIIRS_SNPP_SP,2021-12-28
-33.34038,-70.7975,332.33,0.38,0.36,2022-01-02,544,N,VIIRS,n,2,285.71,2.84,N,0,VIIRS_SNPP_SP,2022-01-02
-32.9283,-71.50576,300.93,0.39,0.36,2022-01-02,544,N,VIIRS,n,2,290.25,0.79,N,0,VIIRS_SNPP_SP,2022-01-02
-32.80511,-70.95673,299.56,0.39,0.36,2022-01-02,544,N,VIIRS,n,2,287.43,5.62,N,2,VIIRS_SNPP_SP,2022-01-02
-32.80245,-70.95182,332.94,0.39,0.36,2022-01-02,544,N,VIIRS,n,2,290.83,5.62,N,2,VIIRS_SNPP_SP,2022-01-02
-32.76107,-71.47824,327.26,0.39,0.36,2022-01-02,544,N,VIIRS,n,2,287.47,2.07,N,2,VIIRS_SNPP_SP,2022-01-02
